0.0, 0.0
0.011, 0.0
0.021, 0.0
0.032, 0.0
0.042, 0.0
0.043, 1.8
0.054, 1.8
0.064, 1.8
0.074, 1.8
0.085, 1.8
0.096, 1.8
0.107, 1.8
0.118, 1.8
0.129, 1.8
0.14, 1.8
0.151, 1.8
0.162, 1.8
0.173, 1.8
0.183, 1.8
0.194, 1.8
0.205, 1.8
0.215, 1.8
0.226, 1.8
0.236, 1.8
0.246, 1.8
0.257, 1.8
0.268, 1.8
0.279, 1.8
0.289, 1.8
0.3, 1.8
0.31, 1.8
0.32, 1.8
0.331, 1.8
0.342, 1.8
0.353, 1.8
0.363, 1.8
0.374, 1.8
0.384, 1.8
0.395, 1.8
0.406, 1.8
0.417, 1.8
0.427, 1.8
0.437, 1.8
0.447, 1.8
0.458, 1.8
0.469, 1.8
0.48, 1.8
0.491, 1.8
0.502, 1.8
0.513, 1.8
0.524, 1.8
0.534, 1.8
0.546, 1.8
0.556, 1.8
0.566, 1.8
0.576, 1.8
0.587, 1.8
0.597, 1.8
0.608, 1.8
0.619, 1.8
0.63, 1.8
0.641, 1.8
0.652, 1.8
0.663, 1.8
0.674, 1.8
0.684, 1.8
0.695, 1.8
0.706, 1.8
0.716, 1.8
0.727, 1.8
0.738, 1.8
0.749, 1.8
0.759, 1.8
0.769, 1.8
0.779, 1.8
0.79, 1.8
0.8, 1.8
0.81, 1.8
0.82, 1.8
0.831, 1.8
0.842, 1.8
0.853, 1.8
0.864, 1.8
0.874, 1.8
0.885, 1.8
0.895, 1.8
0.906, 1.8
0.916, 1.8
0.927, 1.8
0.938, 1.8
0.948, 1.8
0.958, 1.8
0.969, 1.8
0.98, 1.8
0.991, 1.8
1.002, 1.8
1.013, 1.8
1.023, 1.8
1.034, 1.8
1.045, 1.8
1.055, 1.8
1.066, 1.8
1.077, 1.8
1.088, 1.8
1.099, 1.8
1.11, 1.8
1.121, 1.8
1.132, 1.8
1.143, 1.8
1.153, 1.8
1.164, 1.8
1.174, 1.8
1.185, 1.8
1.196, 1.8
1.206, 1.8
1.216, 1.8
1.226, 1.8
1.237, 1.8
1.248, 1.8
1.259, 1.8
1.27, 1.8
1.281, 1.8
1.292, 1.8
1.303, 1.8
1.314, 1.8
1.324, 1.8
1.335, 1.8
1.345, 1.8
1.355, 1.8
