0.0, 0.0
0.011, 0.0
0.022, 0.0
0.032, 0.0
0.033, 1.8
0.043, 1.8
0.044, 0.0
0.053, 0.0
0.054, 1.8
0.065, 1.8
0.075, 1.8
0.085, 1.8
0.086, 0.0
0.096, 0.0
0.097, 1.8
0.108, 1.8
0.119, 1.8
0.13, 1.8
0.141, 1.8
0.151, 1.8
0.162, 1.8
0.171, 1.8
0.172, 0.0
0.182, 0.0
0.183, 1.8
0.193, 1.8
0.204, 1.8
0.215, 1.8
0.226, 1.8
0.237, 1.8
0.248, 1.8
0.259, 1.8
0.27, 1.8
0.28, 1.8
0.291, 1.8
0.301, 1.8
0.312, 1.8
0.323, 1.8
0.334, 1.8
0.343, 1.8
0.344, 0.0
0.353, 0.0
0.354, 1.8
0.365, 1.8
0.376, 1.8
0.387, 1.8
0.398, 1.8
0.409, 1.8
0.42, 1.8
0.431, 1.8
0.441, 1.8
0.452, 1.8
0.462, 1.8
0.472, 1.8
0.482, 1.8
0.492, 1.8
0.503, 1.8
0.514, 1.8
0.525, 1.8
0.536, 1.8
0.547, 1.8
0.558, 1.8
0.569, 1.8
0.58, 1.8
0.59, 1.8
0.6, 1.8
0.611, 1.8
0.621, 1.8
0.631, 1.8
0.642, 1.8
0.653, 1.8
0.664, 1.8
0.675, 1.8
0.685, 1.8
0.686, 0.0
0.695, 0.0
0.696, 1.8
0.707, 1.8
0.718, 1.8
0.729, 1.8
0.74, 1.8
0.75, 1.8
0.761, 1.8
0.772, 1.8
0.783, 1.8
0.794, 1.8
0.805, 1.8
0.815, 1.8
0.826, 1.8
0.837, 1.8
0.848, 1.8
0.859, 1.8
0.87, 1.8
0.88, 1.8
0.891, 1.8
0.901, 1.8
0.912, 1.8
0.923, 1.8
0.934, 1.8
0.945, 1.8
0.956, 1.8
0.967, 1.8
0.978, 1.8
0.989, 1.8
1.0, 1.8
1.01, 1.8
1.02, 1.8
1.03, 1.8
1.041, 1.8
1.051, 1.8
1.062, 1.8
1.072, 1.8
1.083, 1.8
1.093, 1.8
1.104, 1.8
1.115, 1.8
1.126, 1.8
1.137, 1.8
1.148, 1.8
1.158, 1.8
1.169, 1.8
1.18, 1.8
1.19, 1.8
1.2, 1.8
1.211, 1.8
1.222, 1.8
1.232, 1.8
1.243, 1.8
1.254, 1.8
1.265, 1.8
1.275, 1.8
1.285, 1.8
1.296, 1.8
1.307, 1.8
1.318, 1.8
1.329, 1.8
1.339, 1.8
1.349, 1.8
1.36, 1.8
