0.0, 0.0
0.011, 0.0
0.022, 0.0
0.032, 0.0
0.043, 0.0
0.054, 0.0
0.064, 0.0
0.075, 0.0
0.085, 0.0
0.095, 0.0
0.105, 0.0
0.115, 0.0
0.126, 0.0
0.137, 0.0
0.148, 0.0
0.158, 0.0
0.159, 1.8
0.169, 1.8
0.17, 0.0
0.18, 0.0
0.191, 0.0
0.202, 0.0
0.212, 0.0
0.222, 0.0
0.233, 0.0
0.243, 0.0
0.244, 1.8
0.254, 1.8
0.255, 0.0
0.265, 0.0
0.276, 0.0
0.286, 0.0
0.287, 1.8
0.297, 1.8
0.298, 0.0
0.308, 0.0
0.309, 1.8
0.32, 1.8
0.33, 1.8
0.339, 1.8
0.34, 0.0
0.351, 0.0
0.362, 0.0
0.373, 0.0
0.383, 0.0
0.394, 0.0
0.405, 0.0
0.415, 0.0
0.416, 1.8
0.425, 1.8
0.426, 0.0
0.437, 0.0
0.448, 0.0
0.458, 0.0
0.459, 1.8
0.469, 1.8
0.47, 0.0
0.479, 0.0
0.48, 1.8
0.491, 1.8
0.501, 1.8
0.511, 1.8
0.512, 0.0
0.523, 0.0
0.533, 0.0
0.542, 0.0
0.543, 1.8
0.552, 1.8
0.553, 0.0
0.562, 0.0
0.563, 1.8
0.574, 1.8
0.584, 1.8
0.594, 1.8
0.595, 0.0
0.605, 0.0
0.606, 1.8
0.616, 1.8
0.627, 1.8
0.638, 1.8
0.649, 1.8
0.659, 1.8
0.67, 1.8
0.68, 1.8
0.681, 0.0
0.691, 0.0
0.701, 0.0
0.711, 0.0
0.722, 0.0
0.733, 0.0
0.744, 0.0
0.753, 0.0
0.754, 1.8
0.764, 1.8
0.765, 0.0
0.776, 0.0
0.786, 0.0
0.795, 0.0
0.796, 1.8
0.806, 1.8
0.807, 0.0
0.817, 0.0
0.818, 1.8
0.829, 1.8
0.84, 1.8
0.849, 1.8
0.85, 0.0
0.861, 0.0
0.872, 0.0
0.881, 0.0
0.882, 1.8
0.892, 1.8
0.893, 0.0
0.903, 0.0
0.904, 1.8
0.915, 1.8
0.925, 1.8
0.935, 1.8
0.936, 0.0
0.946, 0.0
0.947, 1.8
0.958, 1.8
0.968, 1.8
0.978, 1.8
0.989, 1.8
0.999, 1.8
1.009, 1.8
1.019, 1.8
1.02, 0.0
1.03, 0.0
1.041, 0.0
1.05, 0.0
1.051, 1.8
1.061, 1.8
1.062, 0.0
1.072, 0.0
1.073, 1.8
1.084, 1.8
1.095, 1.8
1.105, 1.8
1.106, 0.0
1.116, 0.0
1.117, 1.8
1.128, 1.8
1.139, 1.8
1.15, 1.8
1.161, 1.8
1.171, 1.8
1.181, 1.8
1.191, 1.8
1.192, 0.0
1.201, 0.0
1.202, 1.8
1.213, 1.8
1.223, 1.8
1.234, 1.8
1.245, 1.8
1.256, 1.8
1.267, 1.8
1.278, 1.8
1.289, 1.8
1.299, 1.8
1.31, 1.8
1.32, 1.8
1.331, 1.8
1.341, 1.8
1.352, 1.8
